Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Document Type,Publication Stage,Source,EID
"Mello M.O., Amaral A.F.C., Melo M.",7102957743;57194331223;57212728318;,Quantifying the micropropagation of curcuma zedoaria roscoe [Quantificação da micropropagação de curcuma zedoaria roscoe],2000,Scientia Agricola,57,4,,703,707,,9,10.1590/S0103-90162000000400016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13944263216&doi=10.1590%2fS0103-90162000000400016&partnerID=40&md5=4cd7b2ea68e3186ef1c1a65e860c334f,Plant production; Tissue culture; Zedoaria,Article,Final,Scopus,2-s2.0-13944263216
"Kim K.I., Kim J.W., Hong B.S., Shin D.H., Cho H.Y., Kim H.K., Yang H.C.",57207404416;55720371800;7202125880;36067244800;7403936836;7410121644;7406556453;,"Antitumor, genotoxicity and anticlastogenic activities of polysaccharide from Curcuma zedoaria",2000,Molecules and Cells,10,4,,392,398,,45,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034738921&partnerID=40&md5=886602dbbcc30453dd3a8964f55686d6,Ames Test; Anticlastogenic Effects; Antitumor Activity; Chromosomal Aberration Assay; Curcuma zedoaria; Micronucleus Assay; Polysaccharide,Article,Final,Scopus,2-s2.0-0034738921
"Deng R., Chen J.-M., Yao C.-S., Wu W.-Y.",7102363969;55864158400;36909940300;7407079414;,Zedoary turmeric oil gelatin microspheres for hepatical arterial embolization,2000,Yaoxue Xuebao,35,7,,539,543,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043227329&partnerID=40&md5=fdf6cbff586bf8022d918278b4d8546e,Drug release; Gelatin microspheres; Hepatic arterial embolization; Pharmacodynamics; Zedoary turmeric oil,Article,Final,Scopus,2-s2.0-0043227329
"Syu W.-J., Shen C.-C., Don M.-J., Ou J.-C., Lee G.-H., Sun C.-M.",7003442740;7402859771;7005708882;57225787663;7404852202;7404248796;,Cytotoxicity of curcuminoids and some novel compounds from Curcuma zedoaria,1998,Journal of Natural Products,61,12,,1531,1534,,173,10.1021/np980269k,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032442029&doi=10.1021%2fnp980269k&partnerID=40&md5=51ec92627e2f6651aefe6bd273642ae7,,Article,Final,Scopus,2-s2.0-0032442029
"Yoshioka T., Fujii E., Endo M., Wada K., Tokunaga Y., Shiba N., Hohsho H., Shibuya H., Muraki T.",7402610563;35994292000;57202885925;57198668092;57197973050;21637053600;6508314729;57193657059;7101999652;,"Antiinflammatory potencg of dehydrocurdione, a zedoary-derived sesquiterpene",1998,Inflammation Research,47,12,,476,481,,55,10.1007/s000110050361,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032217227&doi=10.1007%2fs000110050361&partnerID=40&md5=b7d177fedc35b22756309199d2f407b9,Antiinflammatory drug; Antioxidant; Dehydrocurdione; Electron paramagnetic resonance; Zedoary,Article,Final,Scopus,2-s2.0-0032217227
"Yoshikawa M., Murakami T., Morikawa T., Matsuda H.",7402554305;35494265900;7201878299;35475236100;,"Absolute stereostructures of carabrane-type sesquiterpenes, curcumenone, 4S-dihydrocurcumenone, and curcarabranols A and B: Vasorelaxant activity of Zedoary sesquiterpenes",1998,Chemical and Pharmaceutical Bulletin,46,7,,1186,1188,,26,10.1248/cpb.46.1186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031851361&doi=10.1248%2fcpb.46.1186&partnerID=40&md5=44c68b6102cb557090ecaef88cdbfb69,Absolute stereostructure; Carabrane-type sesquiterpene; Curcarabranol; Curcumenone; Vasorelaxant effect; Zedoary,Article,Final,Scopus,2-s2.0-0031851361
"Ma X., Yu X., Han J.",55490735300;16679965300;57191115605;,Application of off‐line supercritical fluid extraction—gas chromatography for the investigation of chemical constituents in Curcuma zedoaria,1995,Phytochemical Analysis,6,6,,292,296,,12,10.1002/pca.2800060604,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028834337&doi=10.1002%2fpca.2800060604&partnerID=40&md5=8eaa409e32150798fb98c4c9abf6d1d7,Chinese herbal medicine; Curcuma zedoaria; gas chromatography—mass spectrometry; steam distillation; Supercritical fluid extraction,Article,Final,Scopus,2-s2.0-0028834337
"Shin K.H., Yoon K.Y., Cho T.S.",7402410410;7401607377;36725162600;,Pharmacological activities of sesquiterpenes from the rhizomes of Curcuma zedoaria,1994,Korean Journal of Pharmacognosy,25,3,,221,225,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027965506&partnerID=40&md5=f3143b6df3970b9993ecd0d64aa14087,analgesic action; Curcuma zedoaria; curcumenol; curzerenone; gastric lesion; sedative action; sesquiterpenes,Article,Final,Scopus,2-s2.0-0027965506
"Sakui N., Kuroyanagi M., Ishitobi Y., Sato M., Ueno A.",8418441000;7005057442;6701562413;57192792711;7202927534;,Biotransformation of sesquiterpenes by cultured cells of Curcuma zedoaria,1992,Phytochemistry,31,1,,143,147,,44,10.1016/0031-9422(91)83023-E,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000588688&doi=10.1016%2f0031-9422%2891%2983023-E&partnerID=40&md5=9294fd1e10d93842fabfdc2fda5a84e4,biotransformation; cell suspension culture; Curcuma zedoaria; eudesmane.; germacrone; guaiane; sesquiterpene; Zingiberaceae,Article,Final,Scopus,2-s2.0-0000588688
"Hyun Shin K., Nam Kim O., Sick Woo W.",15022190800;24828744600;24516260900;,Isolation of hepatic drug metabolism inhibitors from the Rhizomes of Curcuma zedoaria,1989,Archives of Pharmacal Research,12,3,,196,200,,2,10.1007/BF02855554,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849181395&doi=10.1007%2fBF02855554&partnerID=40&md5=9de68943ea10047e6a60cf1bc430d78f,Curcuma zedoaria; curzerenone; drug-metabolizing enzyme inhibitors; germacrone epoxide; germancrone; sedative activity; sesquiterpene; Zingiberaceae,Article,Final,Scopus,2-s2.0-51849181395
"Shibuya H., Cai Y., Kitagawa I., Hamamoto Y.",57193657059;56326964500;7102555417;23070838200;,"A Reinvestigation of the structure of zederone, a furanogermacrane-type sesquiterpene from zedoary",1987,Chemical and Pharmaceutical Bulletin,35,2,,924,927,,21,10.1248/cpb.35.924,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023141615&doi=10.1248%2fcpb.35.924&partnerID=40&md5=0f20d86dc8c1f1ceae7f0ac1142d71d1,epoxide configuration; furanogermacrane sesquiterpene 1H NMR; furanogermacrane sesquiterpene X-ray analysis; zederone; Zedoariae Rhizoma,Article,Final,Scopus,2-s2.0-0023141615
"Shiobara Y., Asakawa Y., Kodama M., Takemoto T.",15133087400;35466054000;7403312864;35493825800;,"Zedoarol, 13-hydroxygermacrone and curzeone, three sesquiterpenoids from Curcuma zedoaria",1986,Phytochemistry,25,6,,1351,1353,,34,10.1016/S0031-9422(00)81288-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142100299&doi=10.1016%2fS0031-9422%2800%2981288-1&partnerID=40&md5=a74f648581a448714e0a70c47edcd853,13-hydroxygermacrone; Curcuma zedoaria; curzeone; furanocadinane; furanoguaiane; germacrane; sesquiterpenoids.; zedoarol; zedoary; Zingiberaceae,Article,Final,Scopus,2-s2.0-0142100299
"Yoshihare M., Yang C., Zheng C., Shibuya H., Kitagawa I., Hamamoto Y., Tanaka N.",57192799118;55706734100;56323009200;57193657059;7102555417;23070838200;7404271482;,"Chemical Conversion of (4S, 5S)-(+)-Germacrone 4,5-Epoxide, a Plausible Biogenetic Intermediate Found in the Essential Oil of Zedoariae Rhizoma from Yakushima, Japan",1986,Chemical and Pharmaceutical Bulletin,34,1,,434,437,,14,10.1248/cpb.34.434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022588008&doi=10.1248%2fcpb.34.434&partnerID=40&md5=7a18b122ac0a72a663015881c1f393df,"(4S,5S)-(+)-germacrone 4,5-epoxide; biogenetic-type chemical conversion; guaiane-sesquiterpenoid X-ray analysis; procurcumenol absolute configuration; Zedoariae Rhizoma",Article,Final,Scopus,2-s2.0-0022588008
"Shiobara Y., Asakawa Y., Kodama M., Yasuda K., Takemoto T.",15133087400;35466054000;7403312864;36916894200;35493825800;,"Curcumenone, curcumanolide A and curcumanolide B, three sesquiterpenoids from curcuma zedoaria",1985,Phytochemistry,24,11,,2629,2633,,74,10.1016/S0031-9422(00)80683-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000257636&doi=10.1016%2fS0031-9422%2800%2980683-4&partnerID=40&md5=1e1888a2bfbd9f0878a7ec1ca9e71ba8,"(+)-germacrone-4,5-epoxide; Curcuma zedoaria; curcumanolide A; curcumanolide B; curcumenone; cyclopropanosesquiterpene; spirosesquiterpene lactones; zedoary; Zingiberaceae",Article,Final,Scopus,2-s2.0-0000257636
"Kouno I., Kawano N.",7006709293;7101663194;,Structure of a guaiane from Curcuma Zedoaria,1985,Phytochemistry,24,8,,1845,1847,,13,10.1016/S0031-9422(00)82567-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442360101&doi=10.1016%2fS0031-9422%2800%2982567-4&partnerID=40&md5=0ed42667be8cdd1b30376e034d2c22f9,Curcuma zedoaria; guaiane.; sesquiterpene ketone; Zingiberaceae,Article,Final,Scopus,2-s2.0-1442360101
"Yoshihara M., Shibuya H., Kitano E., Yanagi K., Kitagawa I.",24460120300;57193657059;6603739023;7102574412;7102555417;,"The absolute stereostructure of (4S,5S)-(+)-germacrone 4,5-epoxide from zedoariae rhizoma cultivated in yakushima island",1984,Chemical and Pharmaceutical Bulletin,32,5,,2059,2062,,30,10.1248/cpb.32.2059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021268004&doi=10.1248%2fcpb.32.2059&partnerID=40&md5=a4cfeaef9c6e3174f82e315bb3c379c8,"(4S,5S)-(+)-germacrone; 4,5-epoxide; germacrane X-ray analysis; Zedoariae Rhizoma; αβ-unsaturated ketone CD; βγ-unsaturated ketone CD",Article,Final,Scopus,2-s2.0-0021268004
"Widodo W., Rahayu I.D., Sutanto A., Anggraini A.D., Handayani T.",57170523100;57209420015;57205319113;57221498845;57194097676;,The effect of Curcuma zedoaria on feed efficiency of Kampung Super chicken,2021,IOP Conference Series: Earth and Environmental Science,788,1,012065,,,,,10.1088/1755-1315/788/1/012065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109906109&doi=10.1088%2f1755-1315%2f788%2f1%2f012065&partnerID=40&md5=f9b9f879ea0d677f2a0ba140de0186ae,,Conference Paper,Final,Scopus,2-s2.0-85109906109
"Heryanto R., Syahid S.F.",57193061852;57193059997;,Preliminary study on genetic diversity and relationship of 12 White Turmeric (Curcuma zedoaria (Christm.) Roscoe) accessions based on morphological traits,2021,IOP Conference Series: Earth and Environmental Science,762,1,012019,,,,,10.1088/1755-1315/762/1/012019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106444760&doi=10.1088%2f1755-1315%2f762%2f1%2f012019&partnerID=40&md5=76f7edf25e52891b3386f8d6a12aede8,,Conference Paper,Final,Scopus,2-s2.0-85106444760
"Portella R.D.O., Marques M.O.M., Ono E.O., Silva P.S.S.D., Fernandes A.M., de Almeida L.F.R.",56462662300;7201744275;7004461348;57214736996;36600449200;8957589500;,Kinetin establish the volatile chemical profile after rhizome dormancy is released in Curcuma zedoaria (Christm.) Roscoe,2021,Natural Product Research,35,21,,4122,4125,,,10.1080/14786419.2020.1729152,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118910825&doi=10.1080%2f14786419.2020.1729152&partnerID=40&md5=5942c2a3f43ff72eca449a24abdef081,bud dormancy; Metabolic pattern; monoterpene; terpenes; volatile substances,Article,Final,Scopus,2-s2.0-85118910825
"Syahbirin G., Chahyaningtias A.L., Radita R., Ilmiawati A.",6504494808;57217183084;57205321672;57094041700;,Secondary metabolites of Temu Putih (Curcuma zedoaria) rhizome,2020,AIP Conference Proceedings,2243,,030026,,,,,10.1063/5.0006477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086645426&doi=10.1063%2f5.0006477&partnerID=40&md5=06d0a73ae8f2421d90ff89e98323a315,,Conference Paper,Final,Scopus,2-s2.0-85086645426
"Rachmaniah O., Istiqomah, Fakhrinanda, Rachimoellah M.",56231076700;57217128299;57217135422;24406148100;,Central composite design based statistical modelling of curcuminoids extraction from Curcuma zedoaria using choline chloride based Natural Deep Eutectic Solvent (NADES),2020,IOP Conference Series: Materials Science and Engineering,823,1,012011,,,,,10.1088/1757-899X/823/1/012011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086370546&doi=10.1088%2f1757-899X%2f823%2f1%2f012011&partnerID=40&md5=21af05aef23027a4a09a7dd51b7daae0,,Conference Paper,Final,Scopus,2-s2.0-85086370546
"Fitriana N., Rifa'i M., Widodo",57214220717;8269391600;57190247745;,Curcuma zedoaria: Potential effect as breast cancer chemotherapeutic agents through CXCR4 inhibition,2020,AIP Conference Proceedings,2231,,2629,,,,1,10.1063/5.0002629,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092589924&doi=10.1063%2f5.0002629&partnerID=40&md5=645a7ea1e43f03a91d00a4b31d8dede5,,Conference Paper,Final,Scopus,2-s2.0-85092589924
"Handharyani E., Sutardi L.N., Mustika A.A., Andriani A., Yuliani S.",6508206928;57195137991;57188836956;57215885985;57205654991;,"Antibacterial Activity of Curcuma longa (turmeric), Curcuma zedoaria (zedoary), and Allium sativum (garlic) Nanoparticle Extract on Chicken with Chronic Respiratory Disease Complex: In Vivo Study",2020,E3S Web of Conferences,151,,01054,,,,1,10.1051/e3sconf/202015101054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079791185&doi=10.1051%2fe3sconf%2f202015101054&partnerID=40&md5=f761e7d0c3c2d87faff3d90c10ac470d,Chronic respiratory disease; Garlic; Turmeric; Wild ginger,Conference Paper,Final,Scopus,2-s2.0-85079791185
"Setyani D.A., Rahayu D.U.C., Handayani S., Sugita P.",57220009101;57205719449;57190983276;55990181400;,Phytochemical and antiacne investigation of Indonesian White Turmeric (Curcuma zedoaria) Rhizomes,2020,IOP Conference Series: Materials Science and Engineering,902,1,012066,,,,,10.1088/1757-899X/902/1/012066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096471244&doi=10.1088%2f1757-899X%2f902%2f1%2f012066&partnerID=40&md5=d24c2a3a0ff495dd1ab4ef7e032a1164,,Conference Paper,Final,Scopus,2-s2.0-85096471244
Saefudin,8558245100;,The effect of Curcuma zedoaria (Berg) Rosc. plant rhizome extracts on proliferation and viability of myeloid and fibroblas cancer cells,2019,IOP Conference Series: Earth and Environmental Science,359,1,012010,,,,,10.1088/1755-1315/359/1/012010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074666471&doi=10.1088%2f1755-1315%2f359%2f1%2f012010&partnerID=40&md5=6cc1aca43230b11775e8f9b252fadd48,,Conference Paper,Final,Scopus,2-s2.0-85074666471
"Sulistiyani T.R., Lisdiyanti P., Lestari Y.",57203588009;6507829578;35107494200;,Screening of antimicrobial and toxicity activity of endophytic bacteria associated with Curcuma Zedoaria,2019,IOP Conference Series: Earth and Environmental Science,308,1,012034,,,,,10.1088/1755-1315/308/1/012034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072941656&doi=10.1088%2f1755-1315%2f308%2f1%2f012034&partnerID=40&md5=a15d88bc77bc8dffef9abee8cdeda9af,,Conference Paper,Final,Scopus,2-s2.0-85072941656
"Dwi Puspita S., Yulianti R., Mozartha M.",57210235133;57210232004;57210231521;,The effectiveness of white turmeric (Curcuma zedoaria) extracts as root canal irrigation alternative material on Streptococcus viridans,2019,Journal of Physics: Conference Series,1246,1,012040,,,,,10.1088/1742-6596/1246/1/012040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070010889&doi=10.1088%2f1742-6596%2f1246%2f1%2f012040&partnerID=40&md5=aa63e9832d75c76e242f7ca12847cb1f,,Conference Paper,Final,Scopus,2-s2.0-85070010889
"Lakshmi D.V.N., Muthukumar P., Ekka J.P., Nayak P.K., Layek A.",36760907900;23019480400;56297469600;57189695287;16029233800;,Performance comparison of mixed mode and indirect mode parallel flow forced convection solar driers for drying Curcuma zedoaria,2019,Journal of Food Process Engineering,42,4,e13045,,,,19,10.1111/jfpe.13045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063585533&doi=10.1111%2fjfpe.13045&partnerID=40&md5=f5517569bbdb9179dfb8929ed3490099,,Article,Final,Scopus,2-s2.0-85063585533
"de OLIVEIRA H.L.M., Bortolucci W.C., Silva E.S., Campos C.F.A.A., Gonçalves J.E., Piau Júnior R., Linde G.A., Gazim Z.C.",57195482721;57195482513;57195482517;57210599328;7103326165;55319200300;16239286700;22979363800;,Bioinsecticide potential of curcuma zedoaria rhizome essential oil [Potencial bioinseticida do óleo essencial dos rizomas de curcuma zedoaria],2019,Bioscience Journal,35,4,,1198,1212,,1,10.14393/BJ-v35n4a2019-42012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071140472&doi=10.14393%2fBJ-v35n4a2019-42012&partnerID=40&md5=b0f908a18bb2959f8517f5b01107e014,"1,8 Cineole; Aedes aegypti; Anticholinesterase; Epicurzerenone; Lethal concentration (LC); β-Elemene",Article,Final,Scopus,2-s2.0-85071140472
"Han H., Wang L., Liu Y., Shi X., Zhang X., Li M., Wang T.",57195918698;57195923609;57204715405;57192680484;57204713798;55369220300;56135284900;,Combination of curcuma zedoary and kelp inhibits growth and metastasis of liver cancer: In vivo and in vitro via reducing endogenous H 2 S levels,2019,Food and Function,10,1,,224,234,,9,10.1039/c8fo01594e,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060208941&doi=10.1039%2fc8fo01594e&partnerID=40&md5=ca657f1d4431dd036346c44591c0a63c,,Article,Final,Scopus,2-s2.0-85060208941
"Sumarawati T., Nasihun T., Chodidjah",57194498611;57195318576;57195316625;,"Effect of zamzamwater extract of curcuma zedoaria treatment on apoptosis, p53 and Bcl2 protein expression of T47D cell culture",2018,Journal of Natural Remedies,18,3,,100,106,,1,10.18311/jnr/2018/22285,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060240617&doi=10.18311%2fjnr%2f2018%2f22285&partnerID=40&md5=64262b4302478f7d2077eb01d1e7f706,Apoptosis; Breast cancer; Chemoprevention; Flavonoids; P53 mutan,Article,Final,Scopus,2-s2.0-85060240617
"Muharni, Yohandini H.",55532263000;25724012200;,A subchronic toxicity test of ethyl acetate extract from endophytic fungus Penicillium sp. of kunyit putih (Curcuma zedoaria) against Swiss albino mice,2018,Journal of Chinese Pharmaceutical Sciences,27,2,,123,130,,,10.5246/jcps.2018.02.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044718052&doi=10.5246%2fjcps.2018.02.014&partnerID=40&md5=cf2773410fcc8e7de95a0ac127182509,Curcuma zedoaria; Endophytic fungi; Penicillium sp; Subchronic toxicity,Article,Final,Scopus,2-s2.0-85044718052
"Velu V., Fuloria N., Fuloria S., Panda J., Panda B.P., Himaja M.",56955039300;25229981500;55796148500;57208641485;57208644269;6602758945;,In vitro and in vivo anti-urolithiatic activity of terpenoid-rich ethyl acetate extract of rhizomes of curcuma zedoaria,2018,Studies on Ethno-Medicine,12,1,,31,39,,1,10.1080/09735070.2017.1409687,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065402866&doi=10.1080%2f09735070.2017.1409687&partnerID=40&md5=69793e7a6ed7fb003d4e50c99b3ff847,Calcium oxalate; Ethylene glycol; Prophylactic; Struvite; Terpenoid,Article,Final,Scopus,2-s2.0-85065402866
"De Melo S.C., De Sá L.E.C., de Oliveira H.L.M., Trettel J.R., da Silva P.S., Gonçalves J.E., Gazim Z.C., Magalhães H.M.",57195482629;57195482969;57195482721;57195481994;43461071100;7103326165;22979363800;35203830800;,Chemical constitution and allelopathic effects of Curcuma zedoaria essential oil on lettuce achenes and tomato seeds,2017,Australian Journal of Crop Science,11,7,,906,916,,5,10.21475/ajcs.17.11.07.pne562,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028363593&doi=10.21475%2fajcs.17.11.07.pne562&partnerID=40&md5=d790e716d385942f2aa956bcdc450753,1.8-cineole; Bio-herbicide; Bioassay; Epi-curzerenone; Germination inhibition,Article,Final,Scopus,2-s2.0-85028363593
"Wang S., Xie T., Zeng Z., Pang X., Liu N., Yang Y., Zhao H., Zhang D.",36704190600;57220547436;36456522700;57207384744;57191363162;57191365924;57191365722;57191363846;,Study on the Fingerprint of Kingkong Zedoary Turmeric Oil,2016,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,36,6,,744,748,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989179376&partnerID=40&md5=a2138a264601ec260bb1380e569a507e,,Article,Final,Scopus,2-s2.0-84989179376
